,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Strength,Ingredient Total
995,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.68,2286.6000000000004
996,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86,2283.2999999999997
997,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3,2349.0
998,304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12,2274.8
999,150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.57,2276.4
1000,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61,2290.5
1001,297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52,2282.8999999999996
1002,321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22,2324.6
1003,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91,2332.1
1004,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83,2321.0
1005,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4,2283.7999999999997
1006,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03,2260.5
1007,155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36,2309.8
1008,160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31,2247.5
1009,298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64,2291.8
1010,317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06,2256.9
1011,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8,2298.8
1012,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24,2346.5
1013,355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87,2281.6
1014,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31,2286.2999999999997
1015,322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43,2325.9
1016,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,15.09,2253.4
1017,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46,2314.6
1018,321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27,2293.1000000000004
1019,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23,2198.0
1020,288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14,2331.2
1021,298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88,2249.8
1022,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54,2286.4
1023,159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46,2327.9
1024,166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92,2307.2
1025,276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28,2309.6
1026,322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18,2275.5
1027,148.5,139.4,108.6,192.7,6.1,892.4,780.0,28,23.7,2267.7
1028,159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.77,2311.2
1029,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4,2274.9
